first_seen,last_seen,Keyword_x,Suggestion,is_new,blogpost_created,category,blogpost_title,silot_terms,cornerstone,cluster,Keyword_y,Currency,Segmentation,Avg. monthly searches,Three month change,YoY change,Competition,Competition (indexed value),Top of page bid (low range),Top of page bid (high range),Ad impression share,Organic average position,Organic impression share,In Account,Searches: Jul 2021,Searches: Aug 2021,Searches: Sep 2021,Searches: Oct 2021,Searches: Nov 2021,Searches: Dec 2021,Searches: Jan 2022,Searches: Feb 2022,Searches: Mar 2022,Searches: Apr 2022,Searches: May 2022,Searches: Jun 2022
2022-07-12,2022-07-12,champion paralympique,champion paralympique saut en longueur,True,False,,,,,16,champion paralympique saut en longueur,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion paralympique,champion paralympique 100m,True,False,,,,,9,champion paralympique 100m,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion paralympique,champion paralympique francais natation,True,False,,,,,19,champion paralympique francais natation,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion paralympique,champion paralympique snowboard,True,False,,,,,9,champion paralympique snowboard,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion paralympique,champion paralympique tir a l'arc,True,False,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion paralympique,championne paralympique martinique,True,False,,,,,9,championne paralympique martinique,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion paralympique,champion paralympique ski francais,True,False,,,,,19,champion paralympique ski francais,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion paralympique,champion paralympique taekwondo,True,False,,,,,9,champion paralympique taekwondo,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion paralympique,champion paralympique tue sa femme,True,False,,,,,9,champion paralympique tue sa femme,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion paralympique,champion paralympique natation français,True,False,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion paralympique,champion paralympique prothèse,True,False,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion paralympique,championne paralympique escrime,True,False,,,,,21,championne paralympique escrime,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion paralympique,champion paralympique n,True,False,,,,,9,champion paralympique n,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion paralympique,champion paralympique ski arthur,True,False,,,,,4,champion paralympique ski arthur,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion paralympique,championne paralympique euthanasie,True,False,,,,,9,championne paralympique euthanasie,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion paralympique,champion with the highest win rate,True,False,,,,,26,champion with the highest win rate,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion paralympique,champion paralympique 1500m,True,False,,,,,9,champion paralympique 1500m,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion paralympique,champion paralympique biathlon,True,False,,,,,9,champion paralympique biathlon,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion paralympique,champion paralympique 2021,True,False,,,,,18,champion paralympique 2021,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion paralympique,champion monde paralympique,True,False,,,,,9,champion monde paralympique,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion paralympique,champion paralympique volley,True,False,,,,,11,champion paralympique volley,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion paralympique,le champion paralympique sud-africain,True,False,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion paralympique,championne paralympique francaise,True,False,,,,,9,championne paralympique francaise,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion paralympique,ismael champion paralympique,True,False,,,,,9,ismael champion paralympique,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion paralympique,champion high score,True,False,,,,,26,champion high score,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion paralympique,champion paralympique paralympiques,True,False,,,,,9,champion paralympique paralympiques,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion paralympique,championne paralympique 2016,True,False,,,,,9,championne paralympique 2016,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion paralympique,charles champion paralympique,True,False,,,,,9,charles champion paralympique,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion paralympique,championne paralympique française,True,False,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion paralympique,champion paralympique athletisme,True,False,,,,,9,champion paralympique athletisme,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion paralympique,champion paralympique d'haltérophilie,True,False,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion paralympique,champion paralympique natation theo,True,False,,,,,9,champion paralympique natation theo,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion paralympique,paralympique championne olympique,True,False,,,,,9,paralympique championne olympique,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion paralympique,champion paralympique francais tennis de table,True,False,,,,,14,champion paralympique francais tennis de table,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion paralympique,alexis champion paralympique,True,False,,,,,9,alexis champion paralympique,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion paralympique,champion paralympique anglais,True,False,,,,,9,champion paralympique anglais,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion paralympique,what champion has the most cc,True,False,,,,,26,what champion has the most cc,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion paralympique,champion paralympique procès,True,False,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion paralympique,champion paralympique badminton,True,False,,,,,9,champion paralympique badminton,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion paralympique,champion paralympique afrique du sud,True,False,,,,,29,champion paralympique afrique du sud,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion paralympique,champion paralympique marocain,True,False,,,,,9,champion paralympique marocain,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion paralympique,champion paralympique handicap,True,False,,,,,9,champion paralympique handicap,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion paralympique,best champions quake champions,True,False,,,,,4,best champions quake champions,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion paralympique,pourquoi champion paralympique,True,False,,,,,9,pourquoi champion paralympique,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion paralympique,prime champion paralympique,True,False,,,,,9,prime champion paralympique,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion paralympique,champion olympique et paralympique,True,False,,,,,9,champion olympique et paralympique,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion paralympique,champion paralympique français 2021,True,False,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion paralympique,champion paralympique afrique,True,False,,,,,9,champion paralympique afrique,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion paralympique,paralympique champion du monde,True,False,,,,,9,paralympique champion du monde,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion paralympique,florian champion paralympique,True,False,,,,,9,florian champion paralympique,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion paralympique,champion paralympique condamné,True,False,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion paralympique,champion paralympique 2022,True,False,,,,,6,champion paralympique 2022,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion paralympique,champion paralympique 2014,True,False,,,,,9,champion paralympique 2014,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion paralympique,champions jeux paralympiques,True,False,,,,,30,champions jeux paralympiques,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion paralympique,nain champion paralympique,True,False,,,,,9,nain champion paralympique,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion paralympique,champion paralympique judo,True,False,,,,,10,champion paralympique judo,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion paralympique,champion paralympique basket,True,False,,,,,9,champion paralympique basket,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion paralympique,champion du monde natation paralympique,True,False,,,,,9,champion du monde natation paralympique,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion paralympique,champion paralympique kayak,True,False,,,,,9,champion paralympique kayak,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion paralympique,champion paralympique velo,True,False,,,,,9,champion paralympique velo,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion paralympique,championne paralympique tchernobyl,True,False,,,,,9,championne paralympique tchernobyl,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion paralympique,championne paralympique du 100 mètres,True,False,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion paralympique,premier champion paralympique,True,False,,,,,9,premier champion paralympique,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion paralympique,vice-champion paralympique,True,False,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion paralympique,champion olympique cyclisme paralympique,True,False,,,,,9,champion olympique cyclisme paralympique,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion paralympique,champion paralympique algerie,True,False,,,,,9,champion paralympique algerie,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion paralympique,champion paralympique triathlon 2021,True,False,,,,,18,champion paralympique triathlon 2021,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion paralympique,champion paralympique oscar,True,False,,,,,9,champion paralympique oscar,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion paralympique,champion paralympique développé couché,True,False,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion paralympique,jeune champion paralympique,True,False,,,,,9,jeune champion paralympique,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion paralympique,champion paralympique qui tue sa femme,True,False,,,,,9,champion paralympique qui tue sa femme,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion paralympique,champion paralympique arthur,True,False,,,,,4,champion paralympique arthur,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion paralympique,champion paralympique du 1500 m,True,False,,,,,9,champion paralympique du 1500 m,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion paralympique,champion paralympique roanne,True,False,,,,,9,champion paralympique roanne,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion paralympique,champion paralympique français,True,False,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion paralympique,champion paralympique de saut en longueur,True,False,,,,,16,champion paralympique de saut en longueur,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion paralympique,championne paralympique de judo 2016,True,False,,,,,10,championne paralympique de judo 2016,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion paralympique,championne paralympique d'athlétisme,True,False,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion paralympique,champion paralympique assassin,True,False,,,,,9,champion paralympique assassin,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion paralympique,champion paralympique 400m,True,False,,,,,25,champion paralympique 400m,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion paralympique,quadruple champion paralympique,True,False,,,,,9,quadruple champion paralympique,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion paralympique,champion paralympique francais tennis,True,False,,,,,14,champion paralympique francais tennis,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion paralympique,champion paralympique saut,True,False,,,,,16,champion paralympique saut,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion paralympique,champion paralympique equitation,True,False,,,,,9,champion paralympique equitation,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion olympique,champion olympique rugby à 7,True,False,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion olympique,quadruple champion olympique,True,False,,,,,26,quadruple champion olympique,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion olympique,world champion vs olympic champion,True,False,,,,,17,world champion vs olympic champion,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion olympique,champion olympique marche francais,True,False,,,,,19,champion olympique marche francais,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion olympique,champion olympique luxembourgeois,True,False,,,,,26,champion olympique luxembourgeois,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion olympique,champion olympique saut obstacle,True,False,,,,,16,champion olympique saut obstacle,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion olympique,champion olympique basket 2016,True,False,,,,,26,champion olympique basket 2016,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion olympique,champion olympique français,True,False,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion olympique,olympic champion who started late,True,False,,,,,17,olympic champion who started late,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion olympique,champion olympique golf 2016,True,False,,,,,1,champion olympique golf 2016,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion olympique,champion olympique 100 m nage libre,True,False,,,,,28,champion olympique 100 m nage libre,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion olympique,champion olympique que sont ils devenus,True,False,,,,,26,champion olympique que sont ils devenus,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion olympique,champion olympique 200m 2021,True,False,,,,,18,champion olympique 200m 2021,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion olympique,champion olympique kenyan,True,False,,,,,26,champion olympique kenyan,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion olympique,champion olympique cyclisme sur piste français,True,False,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion olympique,champion olympique japonais,True,False,,,,,26,champion olympique japonais,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion olympique,champion olympique javelot,True,False,,,,,26,champion olympique javelot,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion olympique,champion olympique or,True,False,,,,,26,champion olympique or,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion olympique,une champion olympique,True,False,,,,,26,une champion olympique,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion olympique,champion olympique gymnastique femme,True,False,,,,,26,champion olympique gymnastique femme,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion olympique,champion olympique rugby,True,False,,,,,5,champion olympique rugby,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion olympique,champion olympique gendarme,True,False,,,,,26,champion olympique gendarme,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion olympique,champion olympique 400 m nage libre,True,False,,,,,28,champion olympique 400 m nage libre,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion olympique,champion olympique qui tricote,True,False,,,,,26,champion olympique qui tricote,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion olympique,champion olympique 1984 football,True,False,,,,,26,champion olympique 1984 football,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion olympique,champion olympique velo 2021,True,False,,,,,18,champion olympique velo 2021,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion olympique,champion olympique athlétisme,True,False,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion olympique,champion olympique judo français,True,False,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion olympique,champion olympique la toussuire,True,False,,,,,26,champion olympique la toussuire,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion olympique,champion olympique 3000m,True,False,,,,,26,champion olympique 3000m,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion olympique,champion olympic island,True,False,,,,,17,champion olympic island,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion olympique,champion olympic 200m,True,False,,,,,17,champion olympic 200m,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion olympique,olympic champion in volleyball,True,False,,,,,17,olympic champion in volleyball,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion olympique,champion olympique athlétisme français,True,False,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion olympique,champion olympique relais mixte biathlon,True,False,,,,,26,champion olympique relais mixte biathlon,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion olympique,champion olympique voile français,True,False,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion olympique,champion olympique ski de fond français,True,False,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion olympique,champion olympique kiné,True,False,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion olympique,champion olympic tennis rio,True,False,,,,,14,champion olympic tennis rio,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion olympique,champion olympique 2022 hockey sur glace,True,False,,,,,26,champion olympique 2022 hockey sur glace,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion olympique,champion olympique indien,True,False,,,,,26,champion olympique indien,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion olympique,champion olympique retraite,True,False,,,,,26,champion olympique retraite,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion olympique,champion olympique 2016 handball,True,False,,,,,8,champion olympique 2016 handball,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion olympique,champion olympique marathon français,True,False,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion olympique,un champion olympique français,True,False,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion olympique,champion olympique le plus jeune,True,False,,,,,29,champion olympique le plus jeune,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion olympique,champion olympique tir à l'arc,True,False,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion olympique,champion olympique espagnol,True,False,,,,,26,champion olympique espagnol,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion olympique,champion olympique kenya,True,False,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion olympique,champion olympique natation africain,True,False,,,,,26,champion olympique natation africain,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion olympique,olympic champion wikipedia,True,False,,,,,17,olympic champion wikipedia,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion olympique,champion olympique du 800 m,True,False,,,,,26,champion olympique du 800 m,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion olympique,champion olympique 10 000 m,True,False,,,,,26,champion olympique 10 000 m,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion olympique,quincampoix champion olympique,True,False,,,,,26,quincampoix champion olympique,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion olympique,florent manaudou champion olympique youtube,True,False,,,,,20,florent manaudou champion olympique youtube,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion olympique,champion olympique maroc,True,False,,,,,26,champion olympique maroc,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion olympique,champion olympique biathlon français,True,False,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion olympique,champion olympique escrime français,True,False,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion olympique,champion olympique 50 m,True,False,,,,,26,champion olympique 50 m,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion olympique,champion olympique epee,True,False,,,,,26,champion olympique epee,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion olympique,champion olympique 2022 patinage artistique,True,False,,,,,26,champion olympique 2022 patinage artistique,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion olympique,champion olympique 5000m 1936,True,False,,,,,26,champion olympique 5000m 1936,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion olympique,olympic champion of football,True,False,,,,,17,olympic champion of football,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion olympique,champion olympique keirin,True,False,,,,,26,champion olympique keirin,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion olympique,champion olympique 100m 1996,True,False,,,,,26,champion olympique 100m 1996,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion olympique,champion olympique lutte français,True,False,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion olympique,champion olympique 41 ans,True,False,,,,,26,champion olympique 41 ans,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion olympique,champion olympique gain,True,False,,,,,26,champion olympique gain,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion olympique,champion olympique nage,True,False,,,,,28,champion olympique nage,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion olympique,champion olympique marathon homme,True,False,,,,,26,champion olympique marathon homme,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion olympique,champion olympique natation tunisie,True,False,,,,,26,champion olympique natation tunisie,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion olympique,champion olympique basket 3x3,True,False,,,,,26,champion olympique basket 3x3,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion olympique,champion olympique du 5000 m,True,False,,,,,26,champion olympique du 5000 m,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion olympique,champion olympique natation français,True,False,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion olympique,champion olympique ufc,True,False,,,,,26,champion olympique ufc,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion olympique,champion olympique militaire,True,False,,,,,26,champion olympique militaire,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion olympique,champion olympique marathon 2021,True,False,,,,,18,champion olympique marathon 2021,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion olympique,champion olympique marche rapide,True,False,,,,,26,champion olympique marche rapide,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion olympique,champion olympique qui a tue sa femme,True,False,,,,,26,champion olympique qui a tue sa femme,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion olympique,champion olympique judo france,True,False,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion olympique,champion olympique 2016 tennis,True,False,,,,,14,champion olympique 2016 tennis,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion olympique,champion olympique italien,True,False,,,,,26,champion olympique italien,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion olympique,champion olympique 400 m homme,True,False,,,,,26,champion olympique 400 m homme,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion olympique,champion olympique lutte gréco-romaine,True,False,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion olympique,olympic champion wrestling 2021,True,False,,,,,17,olympic champion wrestling 2021,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion olympique,champion olympique combiné nordique,True,False,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion olympique,champion olympique judo poids lourd,True,False,,,,,10,champion olympique judo poids lourd,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion olympique,champion olympique record,True,False,,,,,26,champion olympique record,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion olympique,champion olympique natation usa,True,False,,,,,26,champion olympique natation usa,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion olympique,champion olympique saut d'obstacle,True,False,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion olympique,champion olympique volley ball 2016,True,False,,,,,11,champion olympique volley ball 2016,EUR,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-12,2022-07-12,champion olympique,champion olympique 200m,True,False,,,,,26,champion olympique 200m,EUR,,,,,,,,,,,,,,,,,,,,,,,,
